ws_id,payment
2141,pay per bucket
2142,
2143,never pay
2144,pay per bucket
2146,never pay
2147,
2148,pay annually
2149,pay when scheme fails
2150,pay per bucket
2151,pay per bucket
2152,pay monthly
2155,pay when scheme fails
2156,pay annually
2157,pay monthly
2158,
2160,never pay
2161,never pay
2162,pay monthly
2163,
2164,never pay
2165,never pay
2166,
2167,never pay
2168,never pay
2169,never pay
2170,
2171,pay monthly
2172,pay monthly
2173,
2174,never pay
2176,
2177,never pay
2178,pay monthly
2179,pay per bucket
2180,never pay
2181,never pay
2182,pay per bucket
2183,never pay
2184,never pay
2186,never pay
2187,pay per bucket
2188,pay monthly
2189,never pay
2190,never pay
2191,pay monthly
2192,pay per bucket
2193,pay per bucket
2194,never pay
2195,never pay
2196,pay when scheme fails
2197,never pay
2198,pay when scheme fails
2199,never pay
2200,never pay
2201,never pay
2202,pay monthly
2203,pay per bucket
2204,never pay
2205,
2206,never pay
2207,pay per bucket
2208,never pay
2209,
2210,
2211,pay when scheme fails
2212,
2213,other
2214,pay per bucket
2216,pay when scheme fails
2217,pay monthly
2218,pay per bucket
2219,never pay
2220,pay per bucket
2221,never pay
2222,pay annually
2223,never pay
2224,pay monthly
2225,
2226,pay per bucket
2227,never pay
2228,pay annually
2229,never pay
2231,
2232,never pay
2233,never pay
2235,never pay
2236,pay monthly
2237,pay monthly
2238,pay monthly
2239,
2240,never pay
2241,
2242,never pay
2243,pay per bucket
2244,pay when scheme fails
2245,
2246,never pay
2247,pay per bucket
2248,never pay
2249,
2250,pay per bucket
2251,never pay
2252,never pay
2253,never pay
2254,pay monthly
2255,pay monthly
2256,never pay
2257,pay monthly
2258,never pay
2259,pay annually
2260,never pay
2261,other
2263,pay per bucket
2264,other
2265,never pay
2266,pay per bucket
2267,pay monthly
2268,pay monthly
2269,pay per bucket
2270,never pay
2271,never pay
2272,
2273,pay per bucket
2274,
2275,never pay
2276,pay when scheme fails
2277,never pay
2278,never pay
2280,pay per bucket
2282,
2283,pay monthly
2284,never pay
2285,never pay
2286,never pay
2287,never pay
2288,pay per bucket
2289,never pay
2290,never pay
2291,pay per bucket
2292,pay monthly
2293,never pay
2294,never pay
2296,
2297,never pay
2298,pay per bucket
2299,never pay
2300,pay monthly
2301,pay annually
2302,never pay
2303,never pay
2304,never pay
2305,never pay
2307,pay monthly
2308,never pay
2310,never pay
2311,
2312,pay monthly
2313,never pay
2314,
2315,pay when scheme fails
2316,never pay
2317,never pay
2318,never pay
2319,never pay
2320,pay per bucket
2321,
2322,pay per bucket
2323,
2325,
2326,never pay
2327,never pay
2328,pay when scheme fails
2329,pay monthly
2330,never pay
2331,never pay
2332,pay when scheme fails
2333,
2334,pay per bucket
2335,pay monthly
2336,never pay
2337,never pay
2338,
2339,never pay
2340,pay per bucket
2341,never pay
2342,
2343,
2344,pay monthly
2345,
2346,never pay
2347,never pay
2348,never pay
2349,never pay
2350,pay annually
2351,never pay
2352,never pay
2354,never pay
2355,never pay
2356,never pay
2357,
2358,never pay
2359,never pay
2360,never pay
2361,
2362,never pay
2363,never pay
2364,never pay
2365,never pay
2366,pay per bucket
2367,never pay
2368,pay when scheme fails
2370,pay per bucket
2371,pay monthly
2372,pay annually
2373,pay monthly
2374,never pay
2375,pay per bucket
2377,never pay
2378,never pay
2379,pay per bucket
2380,never pay
2381,pay when scheme fails
2382,never pay
2383,never pay
2384,never pay
2385,
2386,never pay
2387,pay monthly
2388,never pay
2389,never pay
2391,pay monthly
2392,never pay
2393,pay when scheme fails
2394,pay per bucket
2395,never pay
2396,
2397,
2398,never pay
2399,
2400,never pay
2401,never pay
2402,pay annually
2403,never pay
2404,pay per bucket
2405,pay per bucket
2406,never pay
2407,never pay
2408,
2409,never pay
2410,never pay
2411,pay per bucket
2412,pay annually
2413,pay per bucket
2414,pay monthly
2415,
2416,pay per bucket
2417,pay monthly
2418,never pay
2419,pay per bucket
2420,pay when scheme fails
2421,pay when scheme fails
2423,pay per bucket
2425,never pay
2426,never pay
2427,pay annually
2428,never pay
2429,pay per bucket
2430,pay per bucket
2431,never pay
2432,never pay
2433,pay monthly
2434,pay per bucket
2435,pay annually
2436,never pay
2437,pay monthly
2438,pay per bucket
2439,pay when scheme fails
2440,never pay
2441,never pay
2442,never pay
2443,never pay
2444,never pay
2445,
2447,
2448,never pay
2449,pay monthly
2450,pay monthly
2451,never pay
2452,pay monthly
2453,pay monthly
2454,
2457,never pay
2458,never pay
2459,pay per bucket
2460,
2461,never pay
2462,never pay
2463,pay annually
2464,never pay
2465,never pay
2466,pay annually
2467,never pay
2469,never pay
2470,pay per bucket
2471,pay monthly
2472,never pay
2473,pay when scheme fails
2474,pay per bucket
2475,
2476,never pay
2477,
2478,
2479,never pay
2480,never pay
2481,pay per bucket
2482,never pay
2483,pay monthly
2484,never pay
2485,pay monthly
2486,pay per bucket
2487,pay per bucket
2488,
2489,
2490,never pay
2491,never pay
2492,never pay
2493,never pay
2494,
2495,
2496,never pay
2498,pay annually
2499,never pay
2500,
2501,pay per bucket
2502,never pay
2503,never pay
2504,pay per bucket
2505,never pay
2506,
2508,never pay
2510,pay per bucket
2511,never pay
2512,never pay
2513,pay annually
2514,never pay
2515,
2516,pay monthly
2517,
2518,never pay
2519,never pay
2520,never pay
2522,pay monthly
2523,pay monthly
2524,pay per bucket
2525,never pay
2526,pay monthly
2527,pay per bucket
2528,pay when scheme fails
2529,never pay
2530,
2531,pay when scheme fails
2532,pay annually
2533,pay per bucket
2534,pay per bucket
2535,pay per bucket
2536,
2537,pay annually
2538,pay per bucket
2539,pay annually
2540,never pay
2541,pay monthly
2542,pay when scheme fails
2543,never pay
2544,never pay
2545,never pay
2547,never pay
2548,never pay
2549,never pay
2550,pay per bucket
2551,pay monthly
2552,pay per bucket
2553,
2554,never pay
2555,pay monthly
2556,never pay
2557,never pay
2558,never pay
2559,pay monthly
2560,pay per bucket
2562,pay annually
2563,pay monthly
2566,pay annually
2567,never pay
2568,other
2569,pay per bucket
2570,never pay
2571,pay annually
2572,never pay
2573,never pay
2574,
2575,pay per bucket
2576,
2577,never pay
2579,never pay
2580,pay when scheme fails
2581,pay annually
2582,never pay
2583,pay when scheme fails
2584,never pay
2585,pay per bucket
2586,pay per bucket
2587,
2588,
2589,never pay
2591,pay per bucket
2592,never pay
2593,never pay
2594,never pay
2595,
2596,never pay
2597,pay per bucket
2598,pay when scheme fails
2599,never pay
2600,
2601,
2602,pay monthly
2603,pay monthly
2604,
2605,pay monthly
2606,
2607,never pay
2608,
2609,pay monthly
2610,pay per bucket
2611,never pay
2612,pay per bucket
2613,pay monthly
2614,pay per bucket
2615,pay per bucket
2616,never pay
2617,pay when scheme fails
2618,never pay
2619,pay monthly
2620,pay per bucket
2621,other
2622,never pay
2623,never pay
2624,never pay
2625,other
2626,pay monthly
2627,pay per bucket
2628,never pay
2629,pay monthly
2630,never pay
2631,pay when scheme fails
2632,
2633,pay monthly
2636,pay per bucket
2637,never pay
2638,never pay
2639,
2640,other
2641,pay monthly
2642,never pay
2643,never pay
2644,pay when scheme fails
2645,pay per bucket
2646,pay per bucket
2647,never pay
2649,pay monthly
2650,
2651,pay per bucket
2652,never pay
2653,never pay
2654,pay monthly
2655,other
2656,pay per bucket
2657,
2658,pay monthly
2659,pay per bucket
2660,never pay
2661,never pay
2662,
2663,pay when scheme fails
2664,pay monthly
2665,
2666,never pay
2667,pay when scheme fails
2668,pay monthly
2670,pay annually
2671,pay monthly
2672,pay per bucket
2673,pay annually
2674,never pay
2676,
2677,pay annually
2678,pay per bucket
2679,
2680,never pay
2681,never pay
2682,pay monthly
2683,never pay
2684,pay when scheme fails
2685,pay monthly
2686,pay per bucket
2687,pay monthly
2688,pay when scheme fails
2689,pay monthly
2690,pay per bucket
2691,never pay
2692,pay monthly
2693,pay annually
2694,pay per bucket
2695,never pay
2696,never pay
2697,never pay
2698,pay monthly
2701,never pay
2702,never pay
2703,never pay
2704,pay per bucket
2705,never pay
2707,pay monthly
2708,pay per bucket
2709,pay monthly
2710,
2711,never pay
2712,pay per bucket
2713,pay per bucket
2714,pay when scheme fails
2715,
2716,
2718,never pay
2719,pay monthly
2720,never pay
2721,
2722,never pay
2723,never pay
2724,pay monthly
2725,pay annually
2726,pay annually
2727,pay per bucket
2728,pay when scheme fails
2729,pay when scheme fails
2730,never pay
2731,pay per bucket
2732,never pay
2733,
2734,never pay
2735,never pay
2736,never pay
2737,pay when scheme fails
2738,pay when scheme fails
2739,
2740,pay per bucket
2741,pay monthly
2742,never pay
2744,pay per bucket
2745,pay monthly
2746,never pay
2747,never pay
2748,
2749,
2750,pay when scheme fails
2751,never pay
2752,
2753,
2754,pay per bucket
2755,
2756,never pay
2757,never pay
2758,never pay
2759,
2760,
2761,never pay
2763,
2764,never pay
2765,never pay
2766,pay per bucket
2767,never pay
2768,pay per bucket
2769,never pay
2770,never pay
2771,
2772,never pay
2773,pay monthly
2774,never pay
2775,never pay
2776,pay when scheme fails
2777,never pay
2778,pay when scheme fails
2779,pay when scheme fails
2780,never pay
2781,
2782,pay per bucket
2783,
2784,never pay
2785,never pay
2787,never pay
2788,never pay
2789,pay per bucket
2790,
2791,pay per bucket
2792,pay monthly
2793,pay per bucket
2794,never pay
2795,
2796,never pay
2797,never pay
2798,never pay
2799,pay when scheme fails
2800,never pay
2801,pay monthly
2802,pay monthly
2803,never pay
2805,never pay
2806,pay per bucket
2807,never pay
2808,pay monthly
2811,never pay
2813,pay per bucket
2814,never pay
2815,pay annually
2816,never pay
2817,never pay
2818,never pay
2819,
2820,pay monthly
2821,pay monthly
2822,pay per bucket
2823,pay monthly
2824,
2825,pay annually
2826,never pay
2827,other
2828,pay per bucket
2829,pay per bucket
2831,pay per bucket
2832,pay monthly
2833,pay per bucket
2834,never pay
2835,
2836,never pay
2837,never pay
2838,never pay
2839,never pay
2840,pay monthly
2841,never pay
2842,never pay
2843,never pay
2845,never pay
2847,pay per bucket
2848,pay per bucket
2849,never pay
2850,pay per bucket
2851,never pay
2852,never pay
2853,
2854,never pay
2855,never pay
2856,never pay
2857,pay monthly
2859,pay annually
2860,pay monthly
2861,
2862,never pay
2863,pay monthly
2864,pay per bucket
2865,
2866,pay monthly
2867,never pay
2868,never pay
2869,never pay
2871,pay when scheme fails
2872,
2873,pay monthly
2874,pay monthly
2875,never pay
2876,pay when scheme fails
2878,pay per bucket
2879,never pay
2880,
2881,pay monthly
2882,pay monthly
2883,pay monthly
2885,pay when scheme fails
2887,never pay
2888,never pay
2889,pay per bucket
2890,pay when scheme fails
2891,pay monthly
2892,pay when scheme fails
2893,never pay
2894,pay when scheme fails
2895,pay monthly
2896,never pay
2897,pay monthly
2898,never pay
2899,pay when scheme fails
2900,never pay
2901,pay per bucket
2903,never pay
2904,
2905,pay per bucket
2906,pay per bucket
2907,
2908,pay per bucket
2910,pay annually
2911,
2912,other
2914,never pay
2915,pay per bucket
2916,never pay
2917,never pay
2918,never pay
2919,pay annually
2920,never pay
2921,pay per bucket
2922,pay annually
2923,never pay
2924,never pay
2925,
2926,
2927,pay per bucket
2928,never pay
2929,pay when scheme fails
2930,pay when scheme fails
2931,pay monthly
2933,pay per bucket
2934,pay per bucket
2936,pay monthly
2937,
2938,other
2939,pay monthly
2940,pay when scheme fails
2941,never pay
2942,pay per bucket
2943,never pay
2944,pay monthly
2945,never pay
2946,other
2947,never pay
2948,never pay
2949,never pay
2950,never pay
2951,pay per bucket
2952,
2954,pay monthly
2955,never pay
2956,never pay
2957,pay per bucket
2960,never pay
2961,
2963,
2964,never pay
2965,pay monthly
2966,pay monthly
2967,never pay
2968,pay monthly
2969,pay per bucket
2971,pay per bucket
2972,never pay
2973,pay monthly
2974,
2975,
2976,pay monthly
2977,never pay
2978,pay per bucket
2979,pay when scheme fails
2980,
2981,pay per bucket
2982,
2983,never pay
2985,pay annually
2986,pay per bucket
2987,pay monthly
2988,
2989,pay annually
2990,pay monthly
2991,never pay
2993,never pay
2994,never pay
2995,pay per bucket
2996,never pay
2997,pay monthly
2998,pay annually
2999,pay per bucket
3000,never pay
3001,never pay
3002,pay per bucket
3003,pay per bucket
3004,pay per bucket
3005,pay when scheme fails
3006,pay per bucket
3007,pay monthly
3008,never pay
3012,pay per bucket
3013,
3014,pay per bucket
3016,never pay
3017,never pay
3018,pay per bucket
3019,pay when scheme fails
3020,never pay
3021,never pay
3022,other
3023,never pay
3025,pay per bucket
3026,never pay
3027,never pay
3028,never pay
3029,never pay
3030,never pay
3031,
3032,never pay
3033,pay annually
3034,pay per bucket
3035,pay when scheme fails
3036,never pay
3037,
3038,pay per bucket
3040,never pay
3041,
3042,never pay
3043,pay when scheme fails
3044,never pay
3045,never pay
3046,pay per bucket
3047,pay per bucket
3048,pay per bucket
3049,pay when scheme fails
3050,never pay
3051,
3052,
3053,never pay
3054,pay monthly
3055,pay monthly
3056,pay when scheme fails
3057,
3058,never pay
3061,pay monthly
3062,pay monthly
3063,never pay
3064,never pay
3066,never pay
3067,pay monthly
3068,other
3069,never pay
3070,pay annually
3071,pay per bucket
3072,pay per bucket
3073,pay per bucket
3074,pay per bucket
3075,
3076,
3077,pay per bucket
3078,pay per bucket
3079,never pay
3080,pay monthly
3081,never pay
3082,pay monthly
3083,never pay
3084,
3085,pay monthly
3086,other
3087,never pay
3088,never pay
3089,pay monthly
3090,pay monthly
3091,pay monthly
3092,never pay
3093,pay monthly
3094,
3095,pay per bucket
3096,
3097,pay per bucket
3098,never pay
3099,pay monthly
3100,never pay
3101,never pay
3102,never pay
3103,pay monthly
3104,
3106,pay when scheme fails
3107,pay per bucket
3108,never pay
3109,never pay
3110,never pay
3111,never pay
3112,never pay
3113,pay per bucket
3116,pay when scheme fails
3117,never pay
3118,pay annually
3119,never pay
3120,never pay
3123,pay when scheme fails
3124,never pay
3125,pay monthly
3126,
3128,never pay
3129,pay per bucket
3130,never pay
3131,never pay
3132,never pay
3133,
3134,pay monthly
3135,pay per bucket
3136,never pay
3137,pay monthly
3139,never pay
3140,never pay
3141,pay per bucket
3142,never pay
3143,
3144,never pay
3145,pay per bucket
3146,
3147,pay per bucket
3148,never pay
3149,pay monthly
3150,
3151,other
3152,never pay
3153,other
3154,never pay
3155,never pay
3156,pay monthly
3157,never pay
3158,pay monthly
3159,pay monthly
3160,pay monthly
3161,never pay
3162,
3163,never pay
3164,
3165,never pay
3166,never pay
3167,never pay
3168,pay when scheme fails
3169,never pay
3170,pay monthly
3171,never pay
3172,pay monthly
3173,
3174,pay when scheme fails
3175,pay monthly
3176,
3177,pay monthly
3178,never pay
3180,
3181,never pay
3182,never pay
3183,never pay
3184,never pay
3185,never pay
3186,never pay
3187,never pay
3188,pay when scheme fails
3189,pay per bucket
3190,never pay
3191,
3192,pay per bucket
3194,pay per bucket
3195,
3196,never pay
3197,
3198,never pay
3199,never pay
3200,never pay
3201,never pay
3202,never pay
3203,pay per bucket
3204,never pay
3205,other
3206,pay monthly
3207,pay per bucket
3208,never pay
3209,pay monthly
3210,never pay
3211,never pay
3212,pay per bucket
3214,pay monthly
3215,never pay
3216,
3217,
3218,pay per bucket
3219,
3220,
3221,
3222,pay monthly
3223,pay annually
3225,never pay
3226,other
3227,pay per bucket
3228,pay monthly
3229,pay monthly
3230,never pay
3231,pay when scheme fails
3232,never pay
3233,never pay
3234,
3235,never pay
3236,pay monthly
3237,pay per bucket
