ws_id,extraction_type_class,quality_group,waterpoint_type_group
1110,handpump,good,hand pump
1112,gravity,good,communal standpipe
1113,handpump,good,hand pump
1114,gravity,good,communal standpipe
1115,handpump,good,hand pump
1116,gravity,good,communal standpipe
1117,handpump,good,hand pump
1119,gravity,good,communal standpipe
1120,gravity,,improved spring
1121,gravity,good,communal standpipe
1123,handpump,good,hand pump
1124,gravity,good,improved spring
1126,gravity,good,communal standpipe
1127,gravity,good,communal standpipe
1128,gravity,good,communal standpipe
1129,motorpump,,communal standpipe
1130,handpump,good,hand pump
1131,gravity,good,communal standpipe
1132,gravity,good,communal standpipe
1133,handpump,good,hand pump
1134,handpump,good,hand pump
1135,handpump,good,hand pump
1136,handpump,good,hand pump
1137,gravity,good,communal standpipe
1138,handpump,good,hand pump
1139,submersible,good,communal standpipe
1140,handpump,good,hand pump
1141,handpump,good,hand pump
1142,gravity,good,other
1143,handpump,salty,hand pump
1144,other,colored,hand pump
1145,handpump,milky,hand pump
1146,gravity,good,communal standpipe
1147,handpump,good,hand pump
1148,other,good,other
1149,submersible,salty,communal standpipe
1150,other,good,other
1151,gravity,good,communal standpipe
1152,gravity,good,communal standpipe
1153,gravity,good,communal standpipe
1154,gravity,good,communal standpipe
1156,gravity,good,communal standpipe
1157,handpump,good,hand pump
1158,gravity,good,improved spring
1159,handpump,good,hand pump
1161,gravity,good,communal standpipe
1162,handpump,good,hand pump
1163,handpump,good,hand pump
1164,gravity,good,other
1166,gravity,good,communal standpipe
1167,gravity,good,communal standpipe
1169,handpump,salty,hand pump
1170,handpump,good,hand pump
1171,other,good,other
1173,handpump,milky,hand pump
1174,gravity,good,communal standpipe
1175,submersible,good,communal standpipe
1176,wind-powered,good,communal standpipe
1177,rope pump,good,hand pump
1178,gravity,good,communal standpipe
1179,gravity,good,communal standpipe
1180,gravity,good,communal standpipe
1181,other,milky,other
1182,other,good,other
1183,other,good,other
1184,submersible,good,communal standpipe
1185,gravity,good,communal standpipe
1186,other,good,other
1187,gravity,good,communal standpipe
1188,handpump,salty,hand pump
1189,gravity,good,other
1190,handpump,good,hand pump
1192,submersible,good,communal standpipe
1193,gravity,good,communal standpipe
1194,motorpump,salty,communal standpipe
1195,handpump,good,hand pump
1196,gravity,good,communal standpipe
1197,submersible,good,communal standpipe
1198,handpump,good,hand pump
1199,submersible,good,communal standpipe
1200,gravity,good,communal standpipe
1201,gravity,good,communal standpipe
1202,gravity,good,communal standpipe
1204,handpump,good,hand pump
1205,handpump,good,hand pump
1206,gravity,good,communal standpipe
1207,gravity,good,communal standpipe
1209,gravity,good,communal standpipe
1211,gravity,colored,communal standpipe
1212,gravity,good,communal standpipe
1213,gravity,good,communal standpipe
1214,other,,other
1215,submersible,good,communal standpipe
1216,gravity,good,communal standpipe
1218,motorpump,good,communal standpipe
1219,handpump,salty,hand pump
1220,other,good,other
1221,gravity,good,communal standpipe
1222,gravity,good,communal standpipe
1223,handpump,good,hand pump
1224,gravity,good,communal standpipe
1225,handpump,good,hand pump
1226,handpump,good,hand pump
1227,gravity,good,communal standpipe
1228,gravity,good,communal standpipe
1229,gravity,good,communal standpipe
1231,gravity,good,other
1232,handpump,good,hand pump
1233,gravity,good,communal standpipe
1234,gravity,good,communal standpipe
1235,handpump,salty,hand pump
1237,handpump,good,hand pump
1238,gravity,good,communal standpipe
1239,other,good,other
1241,gravity,good,communal standpipe
1242,gravity,good,communal standpipe
1243,gravity,good,communal standpipe
1244,handpump,good,hand pump
1245,other,good,communal standpipe
1246,gravity,good,communal standpipe
1247,gravity,good,communal standpipe
1248,handpump,good,hand pump
1249,gravity,good,communal standpipe
1251,handpump,good,hand pump
1253,other,good,other
1254,gravity,good,communal standpipe
1255,handpump,,hand pump
1256,gravity,good,communal standpipe
1257,gravity,good,improved spring
1258,handpump,good,hand pump
1259,submersible,good,communal standpipe
1260,handpump,salty,hand pump
1261,gravity,good,communal standpipe
1262,gravity,good,communal standpipe
1263,motorpump,good,communal standpipe
1264,handpump,milky,hand pump
1265,handpump,good,hand pump
1266,other,good,other
1267,gravity,good,communal standpipe
1268,gravity,good,communal standpipe
1269,gravity,,communal standpipe
1270,handpump,good,hand pump
1271,gravity,good,communal standpipe
1272,submersible,good,communal standpipe
1273,submersible,salty,communal standpipe
1274,submersible,good,communal standpipe
1275,gravity,good,communal standpipe
1276,gravity,good,communal standpipe
1277,motorpump,good,communal standpipe
1278,submersible,salty,communal standpipe
1279,submersible,good,communal standpipe
1280,handpump,good,hand pump
1281,submersible,good,communal standpipe
1282,gravity,good,communal standpipe
1283,gravity,good,communal standpipe
1286,gravity,good,other
1287,handpump,salty,hand pump
1288,gravity,good,communal standpipe
1289,gravity,good,communal standpipe
1290,gravity,good,communal standpipe
1291,handpump,good,hand pump
1292,other,good,other
1293,other,good,hand pump
1294,other,salty,hand pump
1295,submersible,good,communal standpipe
1298,handpump,salty,hand pump
1299,submersible,good,communal standpipe
1300,motorpump,good,communal standpipe
1301,other,good,communal standpipe
1302,motorpump,,communal standpipe
1304,handpump,good,hand pump
1305,gravity,good,communal standpipe
1307,other,good,other
1308,handpump,salty,hand pump
1309,submersible,good,communal standpipe
1310,submersible,good,communal standpipe
1311,handpump,good,hand pump
1312,gravity,good,communal standpipe
1313,gravity,good,communal standpipe
1314,gravity,good,communal standpipe
1315,submersible,salty,communal standpipe
1316,gravity,good,communal standpipe
1317,handpump,good,hand pump
1318,gravity,good,communal standpipe
1319,motorpump,salty,communal standpipe
1320,handpump,good,hand pump
1321,handpump,good,hand pump
1322,handpump,good,hand pump
1323,other,good,hand pump
1324,gravity,good,communal standpipe
1325,motorpump,good,communal standpipe
1327,gravity,good,communal standpipe
1328,gravity,good,communal standpipe
1329,other,salty,hand pump
1330,gravity,good,communal standpipe
1331,handpump,good,hand pump
1332,gravity,good,communal standpipe
1335,gravity,good,communal standpipe
1336,handpump,good,hand pump
1337,handpump,salty,hand pump
1338,handpump,good,hand pump
1339,submersible,good,communal standpipe
1340,submersible,salty,communal standpipe
1341,gravity,good,other
1342,gravity,good,communal standpipe
1343,handpump,good,hand pump
1344,submersible,good,communal standpipe
1345,gravity,good,communal standpipe
1346,gravity,good,improved spring
1347,other,salty,other
1348,motorpump,good,communal standpipe
1349,gravity,good,communal standpipe
1350,handpump,good,hand pump
1351,motorpump,salty,communal standpipe
1352,gravity,good,communal standpipe
1353,gravity,good,communal standpipe
1354,motorpump,salty,communal standpipe
1355,gravity,good,communal standpipe
1356,gravity,good,communal standpipe
1357,other,good,other
1358,gravity,good,communal standpipe
1359,gravity,good,communal standpipe
1360,motorpump,salty,communal standpipe
1361,handpump,salty,hand pump
1362,submersible,salty,communal standpipe
1363,handpump,good,hand pump
1365,gravity,good,communal standpipe
1366,gravity,good,communal standpipe
1367,gravity,good,communal standpipe
1368,gravity,,communal standpipe
1369,handpump,good,hand pump
1370,gravity,good,communal standpipe
1371,gravity,good,communal standpipe
1372,other,good,other
1373,gravity,good,communal standpipe
1374,gravity,good,communal standpipe
1375,handpump,good,hand pump
1376,gravity,good,communal standpipe
1377,gravity,good,communal standpipe
1378,gravity,good,communal standpipe
1379,handpump,good,hand pump
1380,other,,other
1381,gravity,good,communal standpipe
1382,gravity,good,communal standpipe
1383,gravity,good,communal standpipe
1384,submersible,good,communal standpipe
1385,submersible,good,other
1386,handpump,good,hand pump
1387,gravity,good,communal standpipe
1388,handpump,good,hand pump
1389,gravity,good,communal standpipe
1390,gravity,good,communal standpipe
1391,handpump,good,hand pump
1392,handpump,good,hand pump
1393,handpump,fluoride,hand pump
1394,other,salty,other
1395,handpump,good,hand pump
1396,submersible,good,other
1397,handpump,colored,hand pump
1398,submersible,salty,communal standpipe
1399,gravity,good,communal standpipe
1400,handpump,good,hand pump
1401,gravity,good,communal standpipe
1402,handpump,good,hand pump
1403,gravity,good,communal standpipe
1404,gravity,good,communal standpipe
1405,handpump,good,hand pump
1406,gravity,good,communal standpipe
1407,submersible,good,other
1408,motorpump,good,other
1409,motorpump,good,communal standpipe
1410,gravity,good,communal standpipe
1411,handpump,colored,hand pump
1412,gravity,good,communal standpipe
1413,gravity,,communal standpipe
1414,handpump,good,hand pump
1415,handpump,good,hand pump
1416,gravity,good,communal standpipe
1417,submersible,salty,communal standpipe
1418,other,good,other
1419,other,,other
1420,gravity,good,improved spring
1421,handpump,good,hand pump
1422,handpump,good,hand pump
1423,gravity,good,communal standpipe
1425,gravity,good,communal standpipe
1426,other,good,other
1428,gravity,good,communal standpipe
1429,handpump,milky,hand pump
1430,submersible,good,other
1431,handpump,good,hand pump
1432,handpump,good,hand pump
1433,other,good,communal standpipe
1434,handpump,good,hand pump
1435,handpump,good,hand pump
1436,handpump,good,hand pump
1437,gravity,good,communal standpipe
1438,handpump,salty,hand pump
1439,other,good,other
1440,handpump,good,hand pump
1441,handpump,good,hand pump
1442,handpump,good,other
1443,other,good,communal standpipe
1444,handpump,good,hand pump
1445,handpump,good,hand pump
1446,handpump,good,hand pump
1447,handpump,salty,hand pump
1450,handpump,good,hand pump
1451,handpump,good,hand pump
1452,gravity,good,communal standpipe
1453,submersible,good,communal standpipe
1455,other,good,communal standpipe
1456,gravity,good,communal standpipe
1457,submersible,good,communal standpipe
1458,handpump,good,hand pump
1459,gravity,,communal standpipe
1460,gravity,good,communal standpipe
1461,handpump,good,hand pump
1462,other,good,other
1464,gravity,good,communal standpipe
1466,gravity,good,communal standpipe
1467,gravity,good,communal standpipe
1468,handpump,good,hand pump
1469,handpump,good,hand pump
1470,gravity,good,communal standpipe
1471,gravity,good,communal standpipe
1472,gravity,good,communal standpipe
1473,gravity,good,other
1474,submersible,good,communal standpipe
1475,handpump,good,hand pump
1476,gravity,good,communal standpipe
1477,motorpump,,communal standpipe
1478,handpump,good,hand pump
1479,gravity,good,communal standpipe
1480,motorpump,good,communal standpipe
1481,handpump,good,hand pump
1482,submersible,good,communal standpipe
1483,gravity,good,communal standpipe
1484,handpump,good,hand pump
1485,gravity,good,communal standpipe
1486,submersible,good,communal standpipe
1487,gravity,good,communal standpipe
1488,gravity,good,communal standpipe
1490,submersible,,communal standpipe
1491,other,,communal standpipe
1492,other,good,other
1493,gravity,good,communal standpipe
1494,gravity,good,communal standpipe
1495,submersible,good,communal standpipe
1496,gravity,good,communal standpipe
1497,gravity,good,communal standpipe
1498,handpump,colored,hand pump
1499,gravity,good,communal standpipe
1500,handpump,good,hand pump
1501,handpump,good,hand pump
1503,gravity,good,communal standpipe
1504,other,good,hand pump
1505,gravity,good,communal standpipe
1506,gravity,good,improved spring
1507,gravity,good,communal standpipe
1508,handpump,good,hand pump
1509,rope pump,good,hand pump
1510,gravity,good,communal standpipe
1511,gravity,good,communal standpipe
1513,gravity,good,communal standpipe
1515,handpump,good,hand pump
1516,motorpump,salty,communal standpipe
1517,gravity,good,communal standpipe
1518,gravity,good,communal standpipe
